checking_status,duration,credit_history,purpose,loan_amt,savings_status,emp_length,rate_inc_perc,other_debtors,resid_length,property_type,age,external_credit,housing,internal_credit,job_type,dependent_count,has_phone,foreign_ind,target,female,married
100.0,39,current_other,radio/television,4933,100.0,7,2,guarantor,2,real_estate,25,none,own,2,skilled,1,0,1,1,0,0
,24,current_other,car (new),1940,1500.0,10,4,none,4,real_estate,60,none,own,1,skilled,1,1,1,0,0,0
100.0,12,no_credit,retraining,1410,100.0,4,2,none,2,real_estate,31,none,own,1,unskilled_nonresid,1,1,1,0,0,0
100.0,12,existing_current,car (new),836,500.0,1,4,none,2,agreement,23,bank,own,1,unskilled_nonresid,1,0,1,1,1,1
100.0,20,existing_current,car (used),6468,,0,1,none,4,real_estate,60,none,own,1,management,1,1,1,0,1,1
100.0,18,existing_current,business,1941,1500.0,4,4,none,2,agreement,35,none,own,1,unskilled_nonresid,1,1,1,0,0,0
,22,existing_current,radio/television,2675,1000.0,10,3,none,4,car,40,none,own,1,skilled,1,0,1,0,0,0
,48,current_other,car (used),2751,,10,4,none,3,car,38,none,own,2,skilled,2,1,1,0,0,0
100.0,21,existing_current,business,1188,100.0,10,2,none,4,agreement,39,none,own,1,skilled,2,0,1,1,1,1
,24,existing_current,car (used),6313,,10,3,none,4,car,41,none,own,1,management,2,1,1,0,0,0
,6,current_other,furniture/equipment,1221,,4,1,none,2,agreement,27,none,own,2,skilled,1,0,1,0,0,1
200.0,24,existing_current,furniture/equipment,2892,100.0,10,3,none,4,no_property,51,none,for free,1,skilled,1,0,1,0,1,1
,24,existing_current,furniture/equipment,3062,1000.0,10,4,none,3,no_property,32,none,rent,1,skilled,1,1,1,0,0,0
,9,existing_current,furniture/equipment,2301,500.0,1,2,none,4,agreement,22,none,rent,1,skilled,1,0,1,0,1,1
0.0,18,existing_current,car (used),7511,,10,1,none,4,agreement,51,none,for free,1,skilled,2,1,1,1,0,0
,12,current_other,furniture/equipment,1258,100.0,1,2,none,4,agreement,22,none,rent,2,unskilled_nonresid,1,0,1,0,1,1
,24,delinquent,car (new),717,,10,4,none,4,car,54,none,own,2,skilled,1,1,1,0,0,1
100.0,9,existing_current,car (new),1549,,1,4,none,2,real_estate,35,none,own,1,unskilled_resid,1,0,1,0,0,0
,24,current_other,education,1597,100.0,10,4,none,4,no_property,54,none,for free,2,skilled,2,0,1,0,0,0
100.0,18,current_other,radio/television,1795,100.0,10,3,guarantor,4,real_estate,48,bank,rent,2,unskilled_nonresid,1,1,1,0,1,1
0.0,20,current_other,furniture/equipment,4272,100.0,10,1,none,4,agreement,24,none,own,2,skilled,1,0,1,0,1,1
,12,current_other,radio/television,976,,10,4,none,4,car,35,none,own,2,skilled,1,0,1,0,0,0
100.0,12,existing_current,car (new),7472,,0,1,none,2,real_estate,24,none,rent,1,unskilled_resid,1,0,1,0,1,1
0.0,36,existing_current,car (new),9271,100.0,7,2,none,1,car,24,none,own,1,skilled,1,1,1,1,0,0
100.0,6,existing_current,radio/television,590,100.0,1,3,none,3,real_estate,26,none,own,1,unskilled_nonresid,1,0,0,0,0,1
,12,current_other,radio/television,930,,10,4,none,4,real_estate,65,none,own,4,skilled,1,0,1,0,0,0
100.0,8,existing_current,business,907,100.0,1,3,none,2,real_estate,26,none,own,1,skilled,1,1,1,0,0,1
100.0,6,existing_current,radio/television,484,100.0,7,3,guarantor,3,real_estate,28,bank,own,1,unskilled_nonresid,1,0,1,0,0,1
0.0,36,current_other,car (used),9629,100.0,7,4,none,4,car,24,none,own,2,skilled,1,1,1,1,0,0
,6,existing_current,domestic appliances,1338,1000.0,4,1,none,4,real_estate,62,none,own,1,skilled,1,0,1,0,1,1
,6,current_other,radio/television,1554,100.0,7,1,none,2,car,24,none,rent,2,skilled,1,1,1,0,1,1
0.0,36,existing_current,others,15857,100.0,0,2,co-applicant,3,car,43,none,own,1,management,1,0,1,0,1,1
0.0,18,existing_current,radio/television,1345,100.0,4,4,none,3,real_estate,26,bank,own,1,skilled,1,0,1,1,0,1
,12,existing_current,car (new),1101,100.0,4,3,none,2,real_estate,27,none,own,2,skilled,1,1,1,0,0,1
200.0,12,existing_current,radio/television,3016,100.0,4,3,none,1,car,24,none,own,1,skilled,1,0,1,0,0,1
0.0,8,current_other,car (new),731,100.0,10,4,none,4,real_estate,47,none,own,2,unskilled_nonresid,1,0,1,0,0,0
,18,current_other,furniture/equipment,3780,100.0,1,3,none,2,car,35,none,own,2,management,1,1,1,0,1,1
0.0,21,current_other,car (new),1602,100.0,10,4,none,3,car,30,none,own,2,skilled,1,1,1,0,0,1
0.0,18,current_other,car (new),3966,100.0,10,1,none,4,real_estate,33,bank,rent,3,skilled,1,1,1,1,1,1
,18,no_credit,business,4165,100.0,4,2,none,2,car,36,stores,own,2,skilled,2,0,1,1,0,0
0.0,36,existing_current,car (used),8335,,10,3,none,4,no_property,47,none,for free,1,skilled,1,0,1,1,0,0
100.0,48,delinquent,business,6681,,4,4,none,4,no_property,38,none,for free,1,skilled,2,1,1,0,0,0
,24,delinquent,business,2375,1000.0,4,4,none,2,car,44,none,own,2,skilled,2,1,1,0,0,0
0.0,45,no_credit,business,11816,100.0,10,2,none,4,car,29,none,rent,2,skilled,1,0,1,1,0,0
100.0,24,existing_current,radio/television,5084,,10,2,none,4,car,42,none,own,1,skilled,1,1,1,0,1,1
200.0,15,existing_current,radio/television,2327,100.0,1,2,none,3,real_estate,25,none,own,1,unskilled_nonresid,1,0,1,1,1,1
,12,existing_current,radio/television,886,,4,4,none,2,car,21,none,own,1,skilled,1,0,1,0,1,1
,4,existing_current,furniture/equipment,601,100.0,1,1,none,3,real_estate,23,none,rent,1,unskilled_nonresid,2,0,1,0,1,1
0.0,24,current_other,car (used),2957,100.0,10,4,none,4,agreement,63,none,own,2,skilled,1,1,1,0,0,0
,24,current_other,radio/television,2611,100.0,10,4,co-applicant,3,real_estate,46,none,own,2,skilled,1,0,1,0,0,1
0.0,36,existing_current,furniture/equipment,5179,100.0,7,4,none,2,agreement,29,none,own,1,skilled,1,0,1,1,0,0
,21,delinquent,car (used),2993,100.0,4,3,none,2,real_estate,28,stores,own,2,unskilled_nonresid,1,0,1,0,0,0
,18,existing_current,repairs,1943,100.0,1,4,none,4,real_estate,23,none,own,1,skilled,1,0,1,1,1,1
,24,current_bank,business,1559,100.0,7,4,none,4,car,50,bank,own,1,skilled,1,1,1,0,0,0
,18,existing_current,furniture/equipment,3422,100.0,10,4,none,4,agreement,47,bank,own,3,skilled,2,1,1,0,0,0
100.0,21,existing_current,furniture/equipment,3976,,7,2,none,3,car,35,none,own,1,skilled,1,1,1,0,0,0
,18,existing_current,car (new),6761,,4,2,none,4,car,68,none,rent,2,skilled,1,0,1,1,0,0
,24,existing_current,car (new),1249,100.0,1,4,none,2,real_estate,28,none,own,1,skilled,1,0,1,0,0,1
0.0,9,existing_current,radio/television,1364,100.0,7,3,none,4,real_estate,59,none,own,1,skilled,1,0,1,0,0,0
0.0,12,existing_current,radio/television,709,100.0,10,4,none,4,real_estate,57,stores,own,1,unskilled_nonresid,1,0,1,1,0,0
0.0,20,current_other,car (new),2235,100.0,4,4,guarantor,2,agreement,33,bank,rent,2,skilled,1,0,0,1,0,1
,24,current_other,car (used),4042,,7,3,none,4,agreement,43,none,own,2,skilled,1,1,1,0,0,0
,15,current_other,radio/television,1471,100.0,4,4,none,4,no_property,35,none,for free,2,skilled,1,1,1,0,0,0
,36,delinquent,car (new),10875,100.0,10,2,none,2,car,45,none,own,2,skilled,2,1,1,0,0,0
,24,existing_current,car (new),1474,500.0,1,4,none,3,real_estate,33,none,own,1,skilled,1,1,1,0,0,1
,10,existing_current,retraining,894,,7,4,none,3,agreement,40,none,own,1,skilled,1,1,1,0,1,1
,15,current_other,furniture/equipment,3343,100.0,4,4,none,2,no_property,28,none,for free,1,skilled,1,1,1,0,0,0
0.0,15,existing_current,car (new),3959,100.0,4,3,none,2,agreement,29,none,own,1,skilled,1,1,1,1,1,1
,9,existing_current,car (new),3577,500.0,4,1,guarantor,2,real_estate,26,none,rent,1,skilled,2,0,0,0,0,0
,24,current_other,car (used),5804,1500.0,4,4,none,2,real_estate,27,none,own,2,skilled,1,0,1,0,0,0
,18,delinquent,business,2169,100.0,4,4,none,2,car,28,none,own,1,skilled,1,1,1,1,0,1
0.0,24,existing_current,radio/television,2439,100.0,1,4,none,4,real_estate,35,none,own,1,skilled,1,1,1,1,1,1
,27,current_other,furniture/equipment,4526,1500.0,1,4,none,2,real_estate,32,stores,own,2,unskilled_nonresid,2,1,1,0,0,0
,10,existing_current,furniture/equipment,2210,100.0,4,2,none,2,real_estate,25,bank,rent,1,unskilled_nonresid,1,0,1,1,0,0
,15,existing_current,furniture/equipment,2221,1000.0,4,2,none,4,car,20,none,rent,1,skilled,1,0,1,0,1,1
0.0,18,existing_current,radio/television,2389,100.0,1,4,none,1,car,27,stores,own,1,skilled,1,0,1,0,1,1
,12,current_other,furniture/equipment,3331,100.0,10,2,none,4,agreement,42,stores,own,1,skilled,1,0,1,0,0,0
,36,existing_current,business,7409,,10,3,none,2,agreement,37,none,own,2,skilled,1,0,1,0,0,0
0.0,12,existing_current,furniture/equipment,652,100.0,10,4,none,4,agreement,24,none,rent,1,skilled,1,0,1,0,1,1
,36,delinquent,furniture/equipment,7678,1000.0,7,2,none,4,car,40,none,own,2,skilled,1,1,1,0,1,1
200.0,6,current_other,car (new),1343,100.0,10,1,none,4,real_estate,46,none,own,2,skilled,2,0,0,0,0,0
0.0,24,current_other,business,1382,500.0,7,4,none,1,real_estate,26,none,own,2,skilled,1,1,1,0,0,0
,15,existing_current,domestic appliances,874,,1,4,none,1,real_estate,24,none,own,1,skilled,1,0,1,0,1,1
0.0,12,existing_current,furniture/equipment,3590,100.0,4,2,co-applicant,2,agreement,29,none,own,1,unskilled_nonresid,2,0,1,0,0,0
100.0,11,current_other,car (new),1322,1500.0,4,4,none,4,car,40,none,own,2,skilled,1,0,1,0,1,1
,36,existing_current,radio/television,3595,100.0,10,4,none,2,car,28,none,own,1,skilled,1,0,1,0,0,0
0.0,9,existing_current,car (new),1422,100.0,1,3,none,2,no_property,27,none,for free,1,management,1,1,1,1,0,0
,30,current_other,radio/television,6742,,7,2,none,3,agreement,36,none,own,2,skilled,1,0,1,0,0,0
,24,existing_current,car (used),7814,100.0,7,3,none,3,car,38,none,own,1,management,1,1,1,0,0,0
,24,existing_current,car (used),9277,,4,2,none,4,no_property,48,none,for free,1,skilled,1,1,1,0,1,1
100.0,30,current_other,car (new),2181,,10,4,none,4,real_estate,36,none,own,2,skilled,1,0,1,0,0,0
,18,current_other,radio/television,1098,100.0,0,4,none,4,car,65,none,own,2,unskilled_resid,1,0,1,0,1,1
100.0,24,existing_current,furniture/equipment,4057,100.0,7,3,none,3,car,43,none,own,1,skilled,1,1,1,1,1,1
0.0,12,existing_current,education,795,100.0,1,4,none,4,agreement,53,none,own,1,skilled,1,0,1,1,1,1
100.0,24,current_other,business,2825,,7,4,none,3,no_property,34,none,own,2,skilled,2,1,1,0,0,0
,36,current_other,car (new),6614,100.0,10,4,none,4,car,34,none,own,2,management,1,1,1,0,0,0
,28,current_bank,car (used),7824,,1,3,guarantor,4,real_estate,40,bank,rent,2,skilled,2,1,1,0,0,0
,15,current_other,radio/television,1829,100.0,10,4,none,4,car,46,none,own,2,skilled,1,1,1,0,0,0
0.0,12,current_other,car (new),2171,100.0,4,4,none,4,agreement,38,bank,own,2,unskilled_nonresid,1,0,0,0,0,0
100.0,36,current_other,car (used),5800,100.0,4,3,none,4,car,34,none,own,2,skilled,1,1,1,0,0,0
,18,current_other,radio/television,1169,,4,4,none,3,agreement,29,none,own,2,skilled,1,1,1,0,0,0
,36,delinquent,car (used),8947,,7,3,none,2,car,31,stores,own,1,management,2,1,1,0,0,0
0.0,21,existing_current,radio/television,2606,100.0,1,4,none,4,agreement,28,none,rent,1,management,1,1,1,0,1,1
,12,current_other,furniture/equipment,1592,1500.0,7,3,none,2,agreement,35,none,own,1,skilled,1,0,0,0,1,1
,15,existing_current,furniture/equipment,2186,,7,1,none,4,real_estate,33,bank,rent,1,unskilled_nonresid,1,0,1,0,1,1
0.0,18,existing_current,furniture/equipment,4153,100.0,4,2,co-applicant,3,car,42,none,own,1,skilled,1,0,1,1,0,0
0.0,16,current_other,car (new),2625,100.0,10,2,guarantor,4,agreement,43,bank,rent,1,skilled,1,1,1,1,0,0
,20,current_other,car (new),3485,,1,2,none,4,real_estate,44,none,own,2,skilled,1,1,1,0,1,1
,36,current_other,car (used),10477,,10,2,none,4,no_property,42,none,for free,2,skilled,1,0,1,0,0,0
,15,existing_current,radio/television,1386,,4,4,none,2,real_estate,40,none,rent,1,skilled,1,1,1,0,0,1
,24,existing_current,radio/television,1278,100.0,10,4,none,1,real_estate,36,none,own,1,management,1,1,1,0,0,0
0.0,12,existing_current,radio/television,1107,100.0,4,2,none,2,real_estate,20,none,rent,1,management,2,1,1,0,0,0
0.0,21,existing_current,car (new),3763,,7,2,co-applicant,2,real_estate,24,none,own,1,unskilled_nonresid,1,0,0,0,0,0
100.0,36,existing_current,education,3711,,4,2,none,2,car,27,none,own,1,skilled,1,0,1,0,0,1
,15,delinquent,car (used),3594,100.0,1,1,none,2,agreement,46,none,own,2,unskilled_nonresid,1,0,1,0,1,1
100.0,9,existing_current,car (new),3195,,4,1,none,2,real_estate,33,none,own,1,unskilled_nonresid,1,0,1,0,1,1
,36,delinquent,radio/television,4454,100.0,4,4,none,4,real_estate,34,none,own,2,skilled,1,0,1,0,1,1
100.0,24,current_other,furniture/equipment,4736,100.0,1,2,none,4,car,25,bank,own,1,unskilled_nonresid,1,0,1,1,1,1
100.0,30,existing_current,radio/television,2991,,10,2,none,4,car,25,none,own,1,skilled,1,0,1,0,1,1
,11,existing_current,business,2142,1500.0,10,1,none,2,real_estate,28,none,own,1,skilled,1,1,1,0,1,1
,10,existing_current,car (used),2848,500.0,4,1,co-applicant,2,real_estate,32,none,own,1,skilled,2,0,1,0,0,0
0.0,6,existing_current,car (new),14896,100.0,10,1,none,4,no_property,68,bank,own,1,management,1,1,1,1,0,0
0.0,24,existing_current,furniture/equipment,2359,500.0,0,1,none,1,agreement,33,none,own,1,skilled,1,0,1,1,1,1
0.0,24,existing_current,furniture/equipment,3345,100.0,10,4,none,2,agreement,39,none,rent,1,management,1,1,1,1,0,0
,18,current_other,furniture/equipment,1817,100.0,4,4,none,2,no_property,28,none,own,2,skilled,1,0,1,0,1,1
,48,delinquent,radio/television,12749,1000.0,7,4,none,1,car,37,none,own,1,management,1,1,1,0,0,0
0.0,9,existing_current,radio/television,1366,100.0,1,3,none,4,agreement,22,none,rent,1,skilled,1,0,1,1,1,1
100.0,12,existing_current,car (new),2002,100.0,7,3,none,4,agreement,30,none,rent,1,skilled,2,1,1,0,0,0
0.0,18,current_other,furniture/equipment,1049,100.0,1,4,none,4,agreement,21,none,rent,1,skilled,1,0,1,0,1,1
0.0,48,existing_current,car (used),10297,100.0,7,4,none,4,no_property,39,stores,for free,3,skilled,2,1,1,1,0,0
,30,existing_current,radio/television,1867,,10,4,none,4,car,58,none,own,1,skilled,1,1,1,0,0,0
0.0,12,delinquent,car (new),1344,100.0,4,4,none,2,real_estate,43,none,own,2,unskilled_nonresid,2,0,1,0,0,0
0.0,24,existing_current,furniture/equipment,1747,100.0,1,4,co-applicant,1,agreement,24,none,own,1,unskilled_nonresid,1,0,0,0,0,0
100.0,9,existing_current,radio/television,1670,100.0,1,4,none,2,car,22,none,own,1,skilled,1,1,1,1,1,1
,9,current_other,car (new),1224,100.0,4,3,none,1,real_estate,30,none,own,2,skilled,1,0,1,0,0,0
,12,current_other,radio/television,522,1000.0,10,4,none,4,agreement,42,none,own,2,skilled,2,1,1,0,0,0
0.0,12,existing_current,radio/television,1498,100.0,4,4,none,1,car,23,bank,own,1,skilled,1,0,1,0,1,1
100.0,30,delinquent,radio/television,1919,500.0,1,4,none,3,no_property,30,stores,own,2,management,1,0,1,1,0,0
200.0,9,existing_current,radio/television,745,100.0,4,3,none,2,real_estate,28,none,own,1,unskilled_nonresid,1,0,1,1,1,1
100.0,6,existing_current,radio/television,2063,100.0,1,4,none,3,car,30,none,rent,1,management,1,1,1,0,0,1
100.0,60,existing_current,education,6288,100.0,4,4,none,4,no_property,42,none,for free,1,skilled,1,0,1,1,0,0
,24,current_other,car (used),6842,,4,2,none,4,agreement,46,none,own,2,management,2,1,1,0,0,0
,12,existing_current,car (new),3527,,1,2,none,3,agreement,45,none,own,1,management,2,1,1,0,0,0
,10,existing_current,car (new),1546,100.0,4,3,none,2,real_estate,31,none,own,1,unskilled_nonresid,2,0,0,0,0,0
,24,existing_current,furniture/equipment,929,,7,4,none,2,car,31,stores,own,1,skilled,1,1,1,0,0,0
,4,current_other,car (new),1455,100.0,7,2,none,1,real_estate,42,none,own,3,unskilled_nonresid,2,0,1,0,0,0
0.0,15,existing_current,furniture/equipment,1845,100.0,1,4,guarantor,1,agreement,46,none,rent,1,skilled,1,0,1,0,1,1
,12,existing_current,car (new),2859,,0,4,none,4,no_property,38,none,own,1,management,1,1,1,0,0,0
,18,existing_current,furniture/equipment,1533,100.0,1,4,co-applicant,1,agreement,43,none,own,1,unskilled_nonresid,2,0,1,1,0,1
,24,existing_current,radio/television,3621,500.0,10,2,none,4,car,31,none,own,2,skilled,1,0,1,1,0,0
100.0,18,current_other,business,3590,100.0,0,3,none,3,car,40,none,own,3,unskilled_resid,2,1,1,0,0,1
100.0,24,existing_current,car (used),4113,1000.0,1,3,none,4,car,28,none,rent,1,skilled,1,0,1,1,1,1
,36,existing_current,furniture/equipment,10974,100.0,0,4,none,2,car,26,none,own,2,management,1,1,1,1,1,1
0.0,12,existing_current,car (new),1893,100.0,4,4,guarantor,4,agreement,29,none,own,1,skilled,1,1,1,0,1,1
0.0,24,current_other,radio/television,1231,1500.0,10,4,none,4,agreement,57,none,rent,2,management,1,1,1,0,1,1
200.0,30,current_other,radio/television,3656,,10,4,none,4,agreement,49,stores,own,2,unskilled_nonresid,1,0,1,0,0,0
100.0,9,current_other,radio/television,1154,100.0,10,2,none,4,real_estate,37,none,own,3,unskilled_nonresid,1,0,1,0,0,0
100.0,24,existing_current,furniture/equipment,3069,500.0,10,4,none,4,no_property,30,none,for free,1,skilled,1,0,1,0,0,0
,6,current_other,radio/television,1740,100.0,10,2,none,2,real_estate,30,none,rent,2,skilled,1,0,1,0,0,1
100.0,21,delinquent,car (new),2353,100.0,4,1,none,4,agreement,47,none,own,2,skilled,1,0,1,0,1,1
,15,existing_current,car (new),3556,,4,3,none,2,no_property,29,none,own,1,skilled,1,0,1,0,0,0
,24,existing_current,radio/television,2397,1000.0,10,3,none,2,car,35,bank,own,2,skilled,1,1,1,1,0,0
100.0,6,existing_current,repairs,454,100.0,1,3,none,1,agreement,22,none,own,1,unskilled_nonresid,1,0,1,0,0,1
100.0,30,existing_current,radio/television,1715,,4,4,none,1,car,26,none,own,1,skilled,1,0,1,0,1,1
100.0,27,current_other,radio/television,2520,1000.0,4,4,none,2,agreement,23,none,own,2,unskilled_nonresid,1,0,1,1,0,0
,15,existing_current,radio/television,3568,100.0,10,4,none,2,car,54,bank,rent,1,management,1,1,1,0,1,1
,42,existing_current,radio/television,7166,,7,2,none,4,agreement,29,none,rent,1,skilled,1,1,1,0,0,1
0.0,11,current_other,car (new),3939,100.0,4,1,none,2,real_estate,40,none,own,2,unskilled_nonresid,2,0,1,0,0,0
100.0,15,existing_current,repairs,1514,500.0,4,4,guarantor,2,real_estate,22,none,own,1,skilled,1,0,1,0,0,0
,24,existing_current,car (new),7393,100.0,4,1,none,4,agreement,43,none,own,1,unskilled_nonresid,2,0,1,0,0,0
0.0,24,current_bank,car (new),1193,100.0,0,1,co-applicant,4,no_property,29,none,rent,2,unskilled_resid,1,0,1,1,1,1
,30,current_other,radio/television,2831,100.0,4,4,none,2,car,33,none,own,1,skilled,1,1,1,0,1,1
200.0,24,existing_current,radio/television,1258,1000.0,4,3,none,3,car,57,none,own,1,unskilled_nonresid,1,0,1,0,1,1
100.0,6,existing_current,radio/television,753,100.0,4,2,guarantor,3,real_estate,64,none,own,1,skilled,1,0,1,0,1,1
100.0,18,delinquent,business,2427,,10,4,none,2,agreement,42,none,own,2,skilled,1,0,1,0,0,0
,24,delinquent,car (new),2538,100.0,10,4,none,4,car,47,none,own,2,unskilled_nonresid,2,0,1,1,0,0
100.0,30,current_other,furniture/equipment,8386,100.0,7,2,none,2,agreement,49,none,own,1,skilled,1,0,1,1,0,0
,48,existing_current,business,4844,100.0,0,3,none,2,car,33,bank,rent,1,management,1,1,1,1,0,0
200.0,21,existing_current,car (new),2923,500.0,4,1,none,1,car,28,bank,own,1,management,1,1,1,0,1,1
0.0,36,existing_current,car (used),8229,100.0,4,2,none,2,agreement,26,none,own,1,skilled,2,0,1,1,0,0
,24,current_other,furniture/equipment,2028,100.0,7,2,none,2,agreement,30,none,own,2,unskilled_nonresid,1,0,1,0,0,0
0.0,15,current_other,furniture/equipment,1433,100.0,4,4,none,3,agreement,25,none,rent,2,skilled,1,0,1,0,1,1
,13,existing_current,radio/television,1409,500.0,0,2,none,4,real_estate,64,none,own,1,skilled,1,0,1,0,1,1
0.0,24,existing_current,car (used),6579,100.0,0,4,none,2,no_property,29,none,for free,1,management,1,1,1,0,0,0
100.0,24,current_other,radio/television,1743,100.0,10,4,none,2,agreement,48,none,own,2,unskilled_nonresid,1,0,1,0,0,0
,12,current_other,education,3565,,1,2,none,1,agreement,37,none,own,2,unskilled_nonresid,2,0,1,0,0,0
,15,current_bank,radio/television,1569,500.0,10,4,none,4,car,34,bank,own,1,unskilled_nonresid,2,0,1,0,0,0
0.0,18,existing_current,radio/television,1936,,7,2,none,4,car,23,none,rent,2,unskilled_nonresid,1,0,1,0,0,1
0.0,36,existing_current,furniture/equipment,3959,100.0,0,4,none,3,agreement,30,none,own,1,management,1,1,1,0,0,0
,12,existing_current,car (new),2390,,10,4,none,3,car,50,none,own,1,skilled,1,1,1,0,0,0
,12,existing_current,furniture/equipment,1736,100.0,7,3,none,4,real_estate,31,none,own,1,unskilled_nonresid,1,0,1,0,1,1
0.0,30,existing_current,car (used),3857,100.0,4,4,none,4,agreement,40,none,own,1,management,1,1,1,0,1,1
,12,existing_current,radio/television,804,100.0,10,4,none,4,car,38,none,own,1,skilled,1,0,1,0,0,0
100.0,45,current_other,car (used),4576,500.0,0,3,none,4,car,27,none,own,1,skilled,1,0,1,0,0,0
